0 	0 	0 	1.51487
0.10101 	0 	0 	1.51478
0.20202 	0 	0 	1.5145
0.30303 	0 	0 	1.51402
0.40404 	0 	0 	1.51332
0.505051 	0 	0 	1.51239
0.606061 	0 	0 	1.5112
0.707071 	0 	0 	1.50969
0.808081 	0 	0 	1.50778
0.909091 	0 	0 	1.50535
1.0101 	0 	0 	1.50217
1.11111 	0 	0 	1.49789
1.21212 	0 	0 	1.49209
1.31313 	0 	0 	1.48456
1.41414 	0 	0 	1.47563
1.51515 	0 	0 	1.46633
1.61616 	0 	0 	1.4583
1.71717 	0 	0 	1.45295
1.81818 	0 	0 	1.45057
1.91919 	0 	0 	1.45032
2.0202 	0 	0 	1.451
2.12121 	0 	0 	1.45185
2.22222 	0 	0 	1.45254
2.32323 	0 	0 	1.45301
2.42424 	0 	0 	1.45331
2.52525 	0 	0 	1.45352
2.62626 	0 	0 	1.45364
2.72727 	0 	0 	1.45373
2.82828 	0 	0 	1.45378
2.92929 	0 	0 	1.45381
3.0303 	0 	0 	1.45383
3.13131 	0 	0 	1.45384
3.23232 	0 	0 	1.45385
3.33333 	0 	0 	1.45385
3.43434 	0 	0 	1.45385
3.53535 	0 	0 	1.45385
3.63636 	0 	0 	1.45385
3.73737 	0 	0 	1.45384
3.83838 	0 	0 	1.45384
3.93939 	0 	0 	1.45384
4.0404 	0 	0 	1.45383
4.14141 	0 	0 	1.45383
4.24242 	0 	0 	1.45383
4.34343 	0 	0 	1.45382
4.44444 	0 	0 	1.45382
4.54545 	0 	0 	1.45382
4.64646 	0 	0 	1.45382
4.74747 	0 	0 	1.45381
4.84848 	0 	0 	1.45381
4.94949 	0 	0 	1.45381
5.05051 	0 	0 	1.45381
5.15152 	0 	0 	1.45381
5.25253 	0 	0 	1.4538
5.35354 	0 	0 	1.4538
5.45455 	0 	0 	1.4538
5.55556 	0 	0 	1.4538
5.65657 	0 	0 	1.4538
5.75758 	0 	0 	1.4538
5.85859 	0 	0 	1.4538
5.9596 	0 	0 	1.4538
6.06061 	0 	0 	1.4538
6.16162 	0 	0 	1.4538
6.26263 	0 	0 	1.4538
6.36364 	0 	0 	1.4538
6.46465 	0 	0 	1.4538
6.56566 	0 	0 	1.4538
6.66667 	0 	0 	1.4538
6.76768 	0 	0 	1.4538
6.86869 	0 	0 	1.4538
6.9697 	0 	0 	1.4538
7.07071 	0 	0 	1.4538
7.17172 	0 	0 	1.45381
7.27273 	0 	0 	1.45379
7.37374 	0 	0 	1.4538
7.47475 	0 	0 	1.45379
7.57576 	0 	0 	1.4538
7.67677 	0 	0 	1.4538
7.77778 	0 	0 	1.4538
7.87879 	0 	0 	1.45381
7.9798 	0 	0 	1.45379
8.08081 	0 	0 	1.45383
8.18182 	0 	0 	1.45377
8.28283 	0 	0 	1.45385
8.38384 	0 	0 	1.45374
8.48485 	0 	0 	1.45388
8.58586 	0 	0 	1.45371
8.68687 	0 	0 	1.4539
8.78788 	0 	0 	1.45373
8.88889 	0 	0 	1.45381
8.9899 	0 	0 	1.45394
9.09091 	0 	0 	1.4534
9.19192 	0 	0 	1.45448
9.29293 	0 	0 	1.45562
9.39394 	0 	0 	1.4508
9.49495 	0 	0 	1.39478
9.59596 	0 	0 	1.30606
9.69697 	0 	0 	1.20346
9.79798 	0 	0 	1.11623
9.89899 	0 	0 	1.0454
10 	0 	0 	1.00107
