info: PREM model for 200. s
info: Dziewonski and Anderson, 1981, PEPI, 25, 279-356
info:  radius        vp         vs      density       gravity    poiss     young         lambda        mu            beta          bulk
info:  [km]          [m/s]      [m/s]   [kg/m^3]      [m/s^2]    [-]       [Pa]          [Pa]          [Pa]          [Pa]          [Pa]
         49.0000 11217.7946  3594.4243 13087.9772     0.1792     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1422E+13
         50.0000 11217.7792  3594.4137 13087.9556     0.1828     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1422E+13
         51.0000 11217.7635  3594.4028 13087.9337     0.1865     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1422E+13
         52.0000 11217.7475  3594.3918 13087.9112     0.1901     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         53.0000 11217.7312  3594.3805 13087.8884     0.1938     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         54.0000 11217.7146  3594.3690 13087.8651     0.1975     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         55.0000 11217.6977  3594.3573 13087.8413     0.2011     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         56.0000 11217.6805  3594.3454 13087.8172     0.2048     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         57.0000 11217.6629  3594.3333 13087.7926     0.2084     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         58.0000 11217.6451  3594.3209 13087.7675     0.2121     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         59.0000 11217.6269  3594.3083 13087.7420     0.2157     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         60.0000 11217.6084  3594.2956 13087.7161     0.2194     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         61.0000 11217.5897  3594.2826 13087.6898     0.2231     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         62.0000 11217.5706  3594.2694 13087.6630     0.2267     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         63.0000 11217.5512  3594.2559 13087.6358     0.2304     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         64.0000 11217.5314  3594.2423 13087.6081     0.2340     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         65.0000 11217.5114  3594.2284 13087.5800     0.2377     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         66.0000 11217.4911  3594.2144 13087.5515     0.2413     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         67.0000 11217.4704  3594.2001 13087.5226     0.2450     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         68.0000 11217.4495  3594.1856 13087.4932     0.2487     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         69.0000 11217.4282  3594.1709 13087.4633     0.2523     0.4428    0.4879E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         70.0000 11217.4066  3594.1560 13087.4331     0.2560     0.4428    0.4878E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         71.0000 11217.3848  3594.1408 13087.4024     0.2596     0.4428    0.4878E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         72.0000 11217.3626  3594.1255 13087.3712     0.2633     0.4428    0.4878E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         73.0000 11217.3400  3594.1099 13087.3396     0.2669     0.4428    0.4878E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         74.0000 11217.3172  3594.0941 13087.3076     0.2706     0.4428    0.4878E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         75.0000 11217.2941  3594.0781 13087.2752     0.2742     0.4428    0.4878E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         76.0000 11217.2707  3594.0619 13087.2423     0.2779     0.4428    0.4878E+12    0.1309E+13    0.1691E+12    0.1647E+13    0.1421E+13
         77.0000 11217.2469  3594.0455 13087.2090     0.2816     0.4428    0.4878E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         78.0000 11217.2229  3594.0288 13087.1753     0.2852     0.4428    0.4878E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         79.0000 11217.1985  3594.0119 13087.1411     0.2889     0.4428    0.4878E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         80.0000 11217.1738  3593.9949 13087.1064     0.2925     0.4428    0.4878E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         81.0000 11217.1488  3593.9776 13087.0714     0.2962     0.4428    0.4878E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         82.0000 11217.1235  3593.9601 13087.0359     0.2998     0.4428    0.4878E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         83.0000 11217.0979  3593.9424 13087.0000     0.3035     0.4428    0.4878E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         84.0000 11217.0720  3593.9244 13086.9636     0.3072     0.4428    0.4878E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         85.0000 11217.0457  3593.9063 13086.9268     0.3108     0.4428    0.4878E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         86.0000 11217.0192  3593.8879 13086.8896     0.3145     0.4428    0.4878E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         87.0000 11216.9923  3593.8693 13086.8519     0.3181     0.4428    0.4877E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         88.0000 11216.9652  3593.8505 13086.8138     0.3218     0.4428    0.4877E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         89.0000 11216.9377  3593.8315 13086.7753     0.3254     0.4428    0.4877E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         90.0000 11216.9099  3593.8123 13086.7363     0.3291     0.4428    0.4877E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         91.0000 11216.8818  3593.7929 13086.6969     0.3327     0.4428    0.4877E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         92.0000 11216.8534  3593.7732 13086.6570     0.3364     0.4428    0.4877E+12    0.1309E+13    0.1690E+12    0.1647E+13    0.1421E+13
         93.0000 11216.8247  3593.7534 13086.6167     0.3401     0.4428    0.4877E+12    0.1308E+13    0.1690E+12    0.1647E+13    0.1421E+13
         94.0000 11216.7957  3593.7333 13086.5760     0.3437     0.4428    0.4877E+12    0.1308E+13    0.1690E+12    0.1647E+13    0.1421E+13
         95.0000 11216.7663  3593.7130 13086.5349     0.3474     0.4428    0.4877E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
         96.0000 11216.7367  3593.6925 13086.4933     0.3510     0.4428    0.4877E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
         97.0000 11216.7067  3593.6717 13086.4513     0.3547     0.4428    0.4877E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
         98.0000 11216.6765  3593.6508 13086.4088     0.3583     0.4428    0.4877E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
         99.0000 11216.6459  3593.6296 13086.3659     0.3620     0.4428    0.4877E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        100.0000 11216.6150  3593.6083 13086.3226     0.3656     0.4428    0.4877E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        101.0000 11216.5838  3593.5867 13086.2788     0.3693     0.4428    0.4877E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        102.0000 11216.5523  3593.5649 13086.2346     0.3730     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        103.0000 11216.5204  3593.5429 13086.1900     0.3766     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        104.0000 11216.4883  3593.5206 13086.1449     0.3803     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        105.0000 11216.4559  3593.4982 13086.0994     0.3839     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        106.0000 11216.4231  3593.4755 13086.0534     0.3876     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        107.0000 11216.3901  3593.4527 13086.0071     0.3912     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        108.0000 11216.3567  3593.4296 13085.9602     0.3949     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        109.0000 11216.3230  3593.4063 13085.9130     0.3985     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        110.0000 11216.2890  3593.3828 13085.8653     0.4022     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        111.0000 11216.2547  3593.3590 13085.8172     0.4059     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        112.0000 11216.2201  3593.3351 13085.7686     0.4095     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        113.0000 11216.1852  3593.3109 13085.7196     0.4132     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        114.0000 11216.1499  3593.2865 13085.6702     0.4168     0.4428    0.4876E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        115.0000 11216.1144  3593.2619 13085.6204     0.4205     0.4428    0.4875E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        116.0000 11216.0785  3593.2371 13085.5701     0.4241     0.4428    0.4875E+12    0.1308E+13    0.1690E+12    0.1646E+13    0.1421E+13
        117.0000 11216.0423  3593.2121 13085.5193     0.4278     0.4428    0.4875E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        118.0000 11216.0059  3593.1869 13085.4681     0.4314     0.4428    0.4875E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        119.0000 11215.9691  3593.1614 13085.4165     0.4351     0.4428    0.4875E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        120.0000 11215.9320  3593.1358 13085.3645     0.4388     0.4428    0.4875E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        121.0000 11215.8946  3593.1099 13085.3120     0.4424     0.4428    0.4875E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        122.0000 11215.8568  3593.0838 13085.2591     0.4461     0.4428    0.4875E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        123.0000 11215.8188  3593.0575 13085.2058     0.4497     0.4428    0.4875E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        124.0000 11215.7805  3593.0310 13085.1520     0.4534     0.4428    0.4875E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        125.0000 11215.7418  3593.0042 13085.0978     0.4570     0.4428    0.4875E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        126.0000 11215.7029  3592.9773 13085.0431     0.4607     0.4428    0.4874E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        127.0000 11215.6636  3592.9501 13084.9880     0.4643     0.4428    0.4874E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        128.0000 11215.6240  3592.9227 13084.9325     0.4680     0.4428    0.4874E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        129.0000 11215.5841  3592.8951 13084.8765     0.4717     0.4428    0.4874E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        130.0000 11215.5439  3592.8673 13084.8201     0.4753     0.4428    0.4874E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        131.0000 11215.5034  3592.8393 13084.7633     0.4790     0.4428    0.4874E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        132.0000 11215.4626  3592.8110 13084.7061     0.4826     0.4428    0.4874E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        133.0000 11215.4214  3592.7826 13084.6483     0.4863     0.4428    0.4874E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        134.0000 11215.3800  3592.7539 13084.5902     0.4899     0.4428    0.4874E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        135.0000 11215.3382  3592.7250 13084.5316     0.4936     0.4428    0.4874E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        136.0000 11215.2962  3592.6959 13084.4726     0.4972     0.4428    0.4873E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        137.0000 11215.2538  3592.6666 13084.4132     0.5009     0.4428    0.4873E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        138.0000 11215.2111  3592.6371 13084.3533     0.5045     0.4428    0.4873E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        139.0000 11215.1681  3592.6073 13084.2930     0.5082     0.4428    0.4873E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        140.0000 11215.1248  3592.5774 13084.2322     0.5119     0.4428    0.4873E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        141.0000 11215.0812  3592.5472 13084.1711     0.5155     0.4428    0.4873E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        142.0000 11215.0372  3592.5168 13084.1094     0.5192     0.4428    0.4873E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        143.0000 11214.9930  3592.4862 13084.0474     0.5228     0.4428    0.4873E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1421E+13
        144.0000 11214.9485  3592.4554 13083.9849     0.5265     0.4428    0.4873E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1420E+13
        145.0000 11214.9036  3592.4243 13083.9220     0.5301     0.4428    0.4873E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1420E+13
        146.0000 11214.8584  3592.3931 13083.8586     0.5338     0.4428    0.4872E+12    0.1308E+13    0.1689E+12    0.1646E+13    0.1420E+13
        147.0000 11214.8129  3592.3616 13083.7948     0.5374     0.4428    0.4872E+12    0.1308E+13    0.1688E+12    0.1646E+13    0.1420E+13
        148.0000 11214.7672  3592.3299 13083.7306     0.5411     0.4428    0.4872E+12    0.1308E+13    0.1688E+12    0.1646E+13    0.1420E+13
        149.0000 11214.7210  3592.2980 13083.6659     0.5447     0.4428    0.4872E+12    0.1308E+13    0.1688E+12    0.1646E+13    0.1420E+13
        150.0000 11214.6746  3592.2659 13083.6008     0.5484     0.4428    0.4872E+12    0.1308E+13    0.1688E+12    0.1646E+13    0.1420E+13
        151.0000 11214.6279  3592.2336 13083.5352     0.5521     0.4428    0.4872E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        152.0000 11214.5809  3592.2011 13083.4693     0.5557     0.4428    0.4872E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        153.0000 11214.5335  3592.1683 13083.4029     0.5594     0.4428    0.4872E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        154.0000 11214.4859  3592.1353 13083.3360     0.5630     0.4428    0.4872E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        155.0000 11214.4379  3592.1022 13083.2687     0.5667     0.4428    0.4871E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        156.0000 11214.3896  3592.0688 13083.2010     0.5703     0.4428    0.4871E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        157.0000 11214.3411  3592.0351 13083.1329     0.5740     0.4428    0.4871E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        158.0000 11214.2922  3592.0013 13083.0643     0.5776     0.4428    0.4871E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        159.0000 11214.2429  3591.9673 13082.9952     0.5813     0.4428    0.4871E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        160.0000 11214.1934  3591.9330 13082.9258     0.5849     0.4428    0.4871E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        161.0000 11214.1436  3591.8986 13082.8559     0.5886     0.4428    0.4871E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        162.0000 11214.0935  3591.8639 13082.7856     0.5923     0.4428    0.4871E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        163.0000 11214.0430  3591.8290 13082.7148     0.5959     0.4428    0.4871E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        164.0000 11213.9923  3591.7938 13082.6436     0.5996     0.4428    0.4870E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        165.0000 11213.9412  3591.7585 13082.5720     0.6032     0.4428    0.4870E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
        166.0000 11213.8898  3591.7230 13082.4999     0.6069     0.4428    0.4870E+12    0.1308E+13    0.1688E+12    0.1645E+13    0.1420E+13
