ID;CLASS;DEPTH (M);RES A10;RES A20;RES A30;RES A60;RES A 90;SONIC P;SONIC S;GAMMA RAY;CALIPER;NEUTRON POROSITY;DENSITY (G/CM3);OIL SATURATION;calcite;dolomite ;quartz;k-feldspar;plagioclase;"illite ""type"" (1)";kaolinite;chlorite;pyrite
D89;CARBONATE;1044;0.98691;0.70845;0.65327;0.6139;0.60265;167.37747;493.71463;88.48071;15.79578;0.55894;2.11589;0.17;93.0;6.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D90;CARBONATE;1044.5;0.98811;0.71033;0.65231;0.6096;0.59872;166.89073;493.9252;89.60421;15.86715;0.57538;2.12041;0.14;94.6;4.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D91;CARBONATE;1045;1.0013;0.71415;0.65178;0.60704;0.5962;166.51942;489.83813;90.47892;15.86766;0.56575;2.12407;0.12;97.6;2.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D92;CARBONATE;1045.5;1.01257;0.7175;0.65171;0.60557;0.59496;166.01839;484.53583;93.46394;15.84126;0.5653;2.12834;0.13;96.3;3.5;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D93;CARBONATE;1046;1.01487;0.71781;0.65314;0.60538;0.59559;165.50374;482.36127;96.18929;15.69006;0.55758;2.12927;0.12;90.5;8.8;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D94;CARBONATE;1046.5;1.02958;0.71979;0.65401;0.60527;0.59703;165.27533;482.45996;94.93881;15.41566;0.54821;2.12523;0.13;80.6;19.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0
D95;CARBONATE;1047;1.03891;0.72301;0.65509;0.6063;0.5995;165.33577;481.73337;94.58237;15.26562;0.52527;2.123;0.15;88.0;11.9;0.1;0.0;0.0;0.0;0.0;0.0;0.0
D96;CARBONATE;1047.5;1.04149;0.72398;0.65668;0.60814;0.60277;165.70561;479.69479;93.90428;15.20706;0.5412;2.12043;0.16;89.9;9.9;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D97;CARBONATE;1048;1.04377;0.7254;0.6583;0.60989;0.60635;166.21703;478.32169;97.03387;15.24209;0.55398;2.12161;0.16;87.5;8.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D98;CARBONATE;1048.5;1.04714;0.72739;0.65999;0.61235;0.60973;166.58961;478.00818;100.81654;15.3827;0.57433;2.12444;0.13;93.9;6.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
D99;CARBONATE;1049;1.05061;0.72855;0.66146;0.61508;0.61503;166.81306;477.29846;103.21489;15.48247;0.55455;2.12446;0.09;10.5;88.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D100;CARBONATE;1049.5;1.04641;0.72714;0.66;0.61449;0.61335;167.33942;476.97501;105;15.47116;0.54641;2.12111;0.09;61.7;37.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D101;CARBONATE;1050;1.04226;0.72516;0.65811;0.61394;0.6148;168.08011;479.26129;105;15.57441;0.54783;2.11637;0.07;84.9;9.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D102;CARBONATE;1050.5;1.04743;0.72653;0.66052;0.61593;0.61583;168.16426;483.50906;105;15.68591;0.57779;2.11678;0.07;1.2;93.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D103;CARBONATE;1051;1.0543;0.73101;0.66415;0.61789;0.6183;167.7442;485.84262;105;15.6214;0.61897;2.11623;0.06;35.9;63.9;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D104;CARBONATE;1051.5;1.05992;0.7335;0.6666;0.62043;0.62081;167.06873;485.02567;105;15.48414;0.61907;2.10986;0.02;10.3;77.6;12.1;0.0;0.0;0.0;0.0;0.0;0.0
D105;CARBONATE;1052;1.06537;0.73816;0.66907;0.62225;0.62245;166.33241;484.00357;103.74693;15.32998;0.59561;2.10217;0.03;2.1;97.6;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D106;CARBONATE;1052.5;1.06683;0.74021;0.67094;0.62393;0.62355;165.82216;486.19046;105;15.36661;0.55251;2.0994;0.06;52.6;44.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D107;CARBONATE;1053;1.06012;0.73516;0.66659;0.61981;0.61962;165.75636;491.1355;105;15.31689;0.6058;2.09826;0.06;85.6;14.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D108;CARBONATE;1053.5;1.04928;0.73022;0.66265;0.61605;0.61546;165.92314;496.32196;105;15.51224;0.66221;2.09724;0.04;91.8;8.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D109;CARBONATE;1054;1.04351;0.72572;0.65882;0.6127;0.61155;165.88847;500.40701;105;15.86408;0.64715;2.09717;0.00;92.0;6.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D110;CARBONATE;1054.5;1.03824;0.72253;0.65533;0.60948;0.60836;165.21443;500.87204;105;16.20301;0.59015;2.09901;0.01;95.5;4.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D111;CARBONATE;1055;1.03686;0.72353;0.65723;0.61127;0.60925;164.07933;499.03549;105;16.26349;0.53855;2.10102;0.06;61.7;38.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D112;CARBONATE;1055.5;1.03871;0.72463;0.65808;0.61195;0.60849;163.78828;498.27982;101.03275;16.35735;0.57192;2.09883;0.06;96.2;3.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D113;CARBONATE;1056;1.04009;0.72517;0.65747;0.61157;0.60678;164.46164;500.25696;96.14809;16.81479;0.58511;2.09864;0.10;98.8;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D114;CARBONATE;1056.5;1.04075;0.72631;0.65742;0.61134;0.6073;165.26584;498.48401;96.33789;17.1454;0.57651;2.09718;0.10;93.9;5.9;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D115;CARBONATE;1057;1.05081;0.73174;0.66282;0.6172;0.61403;166.15718;487.88629;99.61787;17.35333;0.52387;2.09806;0.11;98.1;1.7;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D116;CARBONATE;1057.5;1.05079;0.7334;0.66423;0.61765;0.61615;166.77431;477.83768;99.9977;17.21163;0.50107;2.09957;0.10;98.0;1.8;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D117;CARBONATE;1058;1.04816;0.73394;0.66381;0.61636;0.61508;166.70316;474.30051;98.86617;17.12304;0.5213;2.10096;0.10;96.1;3.6;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D118;CARBONATE;1058.5;1.04199;0.73174;0.66134;0.61346;0.6135;165.98003;474.51013;98.66041;17.12808;0.5588;2.1024;0.11;98.9;0.9;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D119;CARBONATE;1059;1.04852;0.73632;0.66754;0.61999;0.62084;165.64273;475.79843;96.46321;17.04458;0.54772;2.10476;0.12;98.9;0.9;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D120;CARBONATE;1059.5;1.05952;0.74329;0.67356;0.62646;0.6279;165.79951;478.1879;96.244;16.931;0.50561;2.10837;0.14;98.0;1.7;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D121;CARBONATE;1060;1.06972;0.74874;0.68014;0.63202;0.63503;166.2361;480.30139;96.54965;16.78524;0.50809;2.11166;0.14;79.0;18.9;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D122;CARBONATE;1060.5;1.07431;0.75049;0.68171;0.63567;0.63839;166.82602;480.00549;97.2628;16.85495;0.52417;2.11055;0.13;96.4;3.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D123;CARBONATE;1061;1.0783;0.75278;0.6841;0.6403;0.64258;167.36043;482.43677;93.89373;16.82989;0.56259;2.10637;0.13;98.3;1.5;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D124;CARBONATE;1061.5;1.09147;0.75618;0.68812;0.64309;0.6454;167.85547;484.78616;89.99734;16.73477;0.57764;2.09635;0.13;96.8;2.9;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D125;CARBONATE;1062;1.09755;0.76153;0.69195;0.64735;0.64821;168.41869;485.72388;89.85073;16.62552;0.58109;2.08577;0.12;98.3;1.4;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D126;CARBONATE;1062.5;1.09689;0.76006;0.69259;0.64638;0.6481;169.2867;484.25388;95.64358;16.5597;0.56027;2.07473;0.12;27.4;69.8;0.1;0.0;0.0;0.0;0.0;0.0;0.0
D127;CARBONATE;1063;1.07565;0.75455;0.68776;0.64463;0.64501;170.42413;481.22647;98.84905;16.44849;0.57513;2.06702;0.09;98.5;1.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D128;CARBONATE;1063.5;1.06605;0.74648;0.67982;0.63867;0.63982;170.94739;479.88376;98.56334;16.53311;0.62332;2.06601;0.07;99.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D129;CARBONATE;1064;1.05213;0.73739;0.67165;0.62919;0.62749;170.92029;481.33505;92.43883;16.79028;0.63535;2.07933;0.04;98.3;1.4;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D130;CARBONATE;1064.5;1.04695;0.73465;0.67026;0.62795;0.62641;170.78429;482.69916;87.57793;17.00541;0.58993;2.09878;0.04;99.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D131;CARBONATE;1065;1.06144;0.74614;0.67764;0.63539;0.63072;171.1071;482.91083;84.43816;17.01108;0.55499;2.11135;0.12;99.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D132;CARBONATE;1065.5;1.08965;0.76367;0.69094;0.64285;0.6397;171.92619;483.48575;82.97794;16.86621;0.5806;2.10914;0.16;99.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D133;CARBONATE;1066;1.08616;0.76529;0.69209;0.6412;0.64087;172.2811;486.65695;84.64459;16.72973;0.60511;2.10627;0.12;99.7;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D134;CARBONATE;1066.5;1.07582;0.75834;0.68757;0.63915;0.63847;172.26054;490.88657;84.59949;16.70015;0.59238;2.11142;0.09;99.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D135;CARBONATE;1067;1.06134;0.75366;0.68454;0.63887;0.63776;172.38446;493.74844;86.7095;16.60762;0.55394;2.11974;0.11;99.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D136;CARBONATE;1067.5;1.0621;0.75161;0.68106;0.63659;0.63446;172.59431;495.95624;87.16592;16.5575;0.53555;2.12135;0.16;98.5;1.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D137;CARBONATE;1068;1.08007;0.75573;0.68626;0.64353;0.64133;173.02609;498.49158;91.89896;16.69077;0.5084;2.1145;0.18;98.3;1.5;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D138;CARBONATE;1068.5;1.08059;0.76308;0.69281;0.65011;0.65164;173.40233;500.80521;94.67418;16.85601;0.50891;2.10966;0.16;98.7;1.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D139;CARBONATE;1069;1.0945;0.77464;0.70167;0.6592;0.6619;173.77907;503.76358;95.96239;16.72849;0.51776;2.10971;0.14;99.7;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D140;CARBONATE;1069.5;1.08941;0.77552;0.70376;0.66196;0.66674;174.56245;508.16351;94.29356;16.59611;0.51886;2.11098;0.14;99.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D141;CARBONATE;1070;1.06701;0.76792;0.69946;0.6614;0.66862;174.64163;506.43408;94.34677;16.80425;0.49322;2.10648;0.15;99.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D142;CARBONATE;1070.5;1.04653;0.76293;0.69808;0.66116;0.6705;173.94218;501.52615;92.91714;16.54029;0.49353;2.10505;0.15;99.7;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D143;CARBONATE;1071;1.05961;0.76642;0.70186;0.66594;0.67649;172.72182;493.52432;92.45051;16.49248;0.52495;2.1048;0.16;99.7;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D144;CARBONATE;1071.5;1.06847;0.76884;0.70453;0.66994;0.6825;171.46431;486.30637;93.07838;16.32968;0.52445;2.10692;0.16;99.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D145;CARBONATE;1072;1.06003;0.76713;0.70618;0.67249;0.68594;170.28981;482.13934;90.75842;16.15055;0.51218;2.113;0.17;97.9;1.9;0.2;0.0;0.0;0.0;0.0;0.0;0.0
D146;CARBONATE;1072.5;1.04204;0.76193;0.70422;0.67234;0.68726;169.43161;479.91592;86.63407;16.28307;0.50219;2.11411;0.19;97.7;2.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D147;CARBONATE;1073;1.03213;0.75545;0.69984;0.67026;0.68393;168.7879;481.83371;83.47242;16.24195;0.51527;2.11849;0.22;98.6;1.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0
D148;CARBONATE;1073.5;1.03949;0.76614;0.70938;0.68005;0.69144;168.12558;488.28754;83.84354;16.46461;0.53139;2.11322;0.22;99.15;0.55;0.3;0.0;0.0;0.0;0.0;0.0;0
D149;CARBONATE;1074;1.04584;0.77475;0.71701;0.68526;0.69706;167.5206;493.83173;85.38908;16.58114;0.55633;2.11768;0.19;99.475;0.275;0.25;0.0;0.0;0.0;0.0;0.0;0
D150;CARBONATE;1074.5;1.04205;0.78083;0.72376;0.69244;0.70245;167.05234;495.92029;86.76965;16.36019;0.56493;2.12183;0.15;98.6875;1.0875;0.225;0.0;0.0;0.0;0.0;0.0;0
D151;CARBONATE;1075;1.03502;0.77216;0.71668;0.68378;0.69208;166.71378;494.91949;86.66878;16.26215;0.56097;2.12537;0.14;98.19375;1.54375;0.2625;0.0;0.0;0.0;0.0;0.0;0
D152;CARBONATE;1075.5;1.02614;0.76399;0.71202;0.68438;0.69346;166.33348;492.33694;88.67728;16.16621;0.55754;2.12099;0.15;98.396875;1.321875;0.28125;0.0;0.0;0.0;0.0;0.0;0
D153;CARBONATE;1076;1.01478;0.7655;0.71323;0.68462;0.69252;166.26524;487.05374;86.68561;16.14119;0.53688;2.10949;0.16;98.7734375;0.9359375;0.290625;0.0;0.0;0.0;0.0;0.0;0
D154;CARBONATE;1076.5;1.00949;0.76902;0.71604;0.686;0.69316;165.87752;484.01389;85.67969;17.76845;0.4971;2.09828;0.19;99.12421875;0.60546875;0.2703125;0.0;0.0;0.0;0.0;0.0;0
D155;CARBONATE;1077;1.00949;0.76096;0.71431;0.68499;0.69167;165.6881;483.05408;88.81274;17.84202;0.47058;2.08884;0.20;98.90585938;0.846484375;0.24765625;0.0;0.0;0.0;0.0;0.0;0
D156;CARBONATE;1077.5;1.00808;0.75749;0.70763;0.68138;0.68745;165.94334;482.05585;90.69525;17.78265;0.47647;2.09074;0.18;98.54980469;1.195117188;0.255078125;0.0;0.0;0.0;0.0;0.0;0
D157;CARBONATE;1078;1.00548;0.76218;0.71164;0.6844;0.6911;166.34644;482.66266;92.32766;17.67025;0.49603;2.09658;0.17;98.47333984;1.258496094;0.268164063;0.0;0.0;0.0;0.0;0.0;0
D158;CARBONATE;1078.5;1.00451;0.76315;0.71489;0.68698;0.69395;166.21446;486.03616;92.32209;17.48656;0.49821;2.10182;0.16;98.62338867;1.097216797;0.279394531;0.0;0.0;0.0;0.0;0.0;0
D159;CARBONATE;1079;0.99979;0.76327;0.71427;0.68659;0.69366;166.6033;487.75336;92.67542;17.25554;0.49101;2.09776;0.16;98.87380371;0.851342773;0.274853516;0.0;0.0;0.0;0.0;0.0;0
D160;CARBONATE;1079.5;0.99978;0.7624;0.71394;0.68644;0.69294;167.12329;487.79849;93.9709;16.46512;0.49821;2.08645;0.15;98.88983154;0.848913574;0.261254883;0.0;0.0;0.0;0.0;0.0;0
D161;CARBONATE;1080;0.99678;0.76131;0.71392;0.68584;0.69158;167.60373;486.06058;91.75548;15.92;0.51323;2.08658;0.14;98.71981812;1.022015381;0.258166504;0.0;0.0;0.0;0.0;0.0;0
D162;CARBONATE;1080.5;0.99716;0.76;0.71384;0.68703;0.69244;168.78874;486.08429;89.43011;15.65306;0.52224;2.10349;0.17;98.59657898;1.140255737;0.263165283;0.0;0.0;0.0;0.0;0.0;0
D163;CARBONATE;1081;0.9978;0.7613;0.71449;0.6898;0.69199;168.52852;487.04846;86.27026;15.29238;0.52614;2.11357;0.19;98.60998383;1.118736267;0.271279907;0.0;0.0;0.0;0.0;0.0;0
D164;CARBONATE;1081.5;1.00055;0.75996;0.71681;0.69036;0.69345;168.43594;487.92862;85.05497;14.99577;0.52671;2.11302;0.20;98.74189377;0.98503952;0.273066711;0.0;0.0;0.0;0.0;0.0;0
D165;CARBONATE;1082;0.99824;0.75976;0.716;0.69009;0.69211;169.44861;488.95795;86.99246;14.74932;0.54221;2.10604;0.20;98.81586266;0.916976547;0.267160797;0.0;0.0;0.0;0.0;0.0;0
D166;CARBONATE;1082.5;0.99769;0.76027;0.71704;0.69096;0.69289;171.02681;490.73102;86.40055;14.37252;0.54178;2.11243;0.18;98.76784039;0.969495964;0.262663651;0.0;0.0;0.0;0.0;0.0;0
D167;CARBONATE;1083;0.98565;0.75483;0.71111;0.68596;0.68544;172.69501;494.60513;81.92765;14.00813;0.5582;2.12028;0.18;98.68220968;1.054875851;0.262914467;0.0;0.0;0.0;0.0;0.0;0
D168;CARBONATE;1083.5;0.97573;0.74947;0.70681;0.68105;0.68078;173.84198;497.7515;75.34528;13.88492;0.54403;2.11829;0.17;98.64609675;1.086806059;0.267097187;0.0;0.0;0.0;0.0;0.0;0
D169;CARBONATE;1084;0.98437;0.75532;0.7125;0.68648;0.68492;176.53606;498.47574;71.94468;13.72745;0.53586;2.11659;0.20;98.69399526;1.03592279;0.270081949;0.0;0.0;0.0;0.0;0.0;0
D170;CARBONATE;1084.5;0.98992;0.76023;0.71626;0.69013;0.68917;178.87511;497.82864;73.76063;13.34126;0.51269;2.11551;0.22;98.75492896;0.976449668;0.268621373;0.0;0.0;0.0;0.0;0.0;0
D171;sandstone;1085;0.99579;0.76584;0.72247;0.6955;0.69301;179.597;497.3558;75.43643;13.22355;0.52956;2.11756;0.24;5.1;2.7;77.8;0.0;3.0;4.1;4.5;0.9;1.9
D172;sandstone;1085.5;0.98471;0.7628;0.71977;0.69525;0.69465;178.65106;495.6485;79.29591;13.23497;0.56049;2.11713;0.21;27.2;0.0;53.0;2.3;10.7;2.3;2.2;0.0;2.3
D173;sandstone;1086;0.97791;0.7594;0.71724;0.69497;0.69638;177.00627;490.79819;80.97596;13.13565;0.5774;2.11582;0.16;3.1;0.0;69.8;2.1;18.0;4.4;0.7;1.2;0.7
D174;sandstone;1086.5;0.96781;0.75688;0.71597;0.69593;0.69937;173.7207;490.23215;83.24025;13.19457;0.56016;2.11362;0.14;0.0;4.1;61.7;4.9;17.5;5.3;1.8;0.0;0.0
D175;sandstone;1087;0.96098;0.75542;0.71351;0.69532;0.70317;171.57552;491.35016;84.7303;13.16213;0.55007;2.10999;0.16;0.5;0.0;63.7;2.8;13.6;13.2;1.6;3.2;1.4
D176;sandstone;1087.5;0.94211;0.75163;0.71302;0.69666;0.70714;170.58638;491.2803;83.85726;13.12712;0.54678;2.10817;0.17;1.6;0.0;70.0;3.8;16.8;3.9;1.5;1.9;0.5
D177;sandstone;1088;0.94535;0.74824;0.71217;0.69778;0.71365;169.79955;489.40012;85.79189;13.09866;0.55356;2.11601;0.18;3.5;0.8;78.1;4.6;10.8;0.3;1.6;0.0;0.3
D178;sandstone;1088.5;0.9466;0.74759;0.71609;0.70297;0.71775;169.70326;487.46545;86.52539;13.16308;0.56485;2.1159;0.16;1.2;1.6;73.5;4.7;12.0;2.7;2.7;1.6;0.0
D179;sandstone;1089;0.94414;0.74845;0.71665;0.705;0.72246;170.02205;487.36301;87.65908;13.22129;0.57314;2.11197;0.14;0.0;3.5;69.8;2.8;18.3;3.2;1.1;1.3;0.0
D180;sandstone;1089.5;0.94088;0.74794;0.71784;0.70979;0.72889;170.63913;487.5217;84.75369;13.28396;0.57055;2.11381;0.13;0.0;5.9;71.8;3.4;13.6;2.8;1.8;0.7;0.0
D181;sandstone;1090;0.93204;0.74672;0.71985;0.71366;0.73457;170.68257;488.30917;84.72494;13.18411;0.5313;2.11528;0.15;0.6;7.2;67.7;3.8;11.1;4.4;1.1;0.8;0.0
D182;sandstone;1090.5;0.91805;0.74906;0.72209;0.71793;0.74149;170.65581;490.01251;82.74069;13.35486;0.52532;2.11466;0.20;0.0;0.0;11.3;1.1;8.1;50.2;12.6;9.1;7.6
D183;sandstone;1091;0.9092;0.74293;0.71628;0.7133;0.73737;171.20555;492.79498;84.86403;13.08696;0.54256;2.11109;0.21;0.3;0.3;68.8;4.8;19.2;2.8;2.6;1.0;0.2
D184;sandstone;1091.5;0.90046;0.73046;0.70596;0.70322;0.7313;171.48296;496.84476;83.03933;13.20358;0.55123;2.1117;0.18;0.0;0.0;17.7;0.0;48.0;2.2;5.6;24.0;2.5
D185;sandstone;1092;0.88659;0.72385;0.69891;0.69611;0.72773;171.85934;499.77203;87.04144;13.26409;0.54681;2.11932;0.17;0.0;0.0;33.6;1.8;31.3;19.8;4.3;6.8;2.4
D186;sandstone;1092.5;0.85678;0.70072;0.68097;0.68286;0.71453;172.451;500.73779;82.06006;13.12828;0.54212;2.12364;0.17;90.7;0.4;2.6;0.2;2.1;3.1;0.0;0.9;0.0
D187;sandstone;1093;0.80332;0.66579;0.64735;0.64818;0.67783;172.81219;502.75308;80.22089;13.05303;0.53681;2.12774;0.19;2.1;0.0;67.7;0.0;23.9;3.4;0.9;1.4;0.6
D188;sandstone;1093.5;0.78399;0.65307;0.63258;0.62628;0.66059;172.6528;502.68921;77.42625;13.1059;0.55526;2.1254;0.19;10.0;8.4;65.5;0.8;11.0;2.9;1.4;0.0;0.0
D189;sandstone;1094;0.81987;0.67314;0.65844;0.65701;0.6897;171.8353;502.21896;78.07407;13.40799;0.57716;2.11716;0.17;0.0;14.5;65.4;0.0;15.0;1.9;1.3;1.9;0.0
D190;sandstone;1094.5;0.84892;0.68408;0.67691;0.67124;0.69607;170.69273;499.84076;80.32757;13.36311;0.55513;2.12211;0.15;6.0;18.3;36.0;0.0;23.5;8.8;2.6;4.8;0.0
D191;sandstone;1095;0.85578;0.68258;0.67931;0.6675;0.68677;170.76233;498.10217;81.90874;13.26799;0.52501;2.12485;0.18;17.6;0.6;42.1;0.0;31.0;3.9;1.7;3.1;0.0
D192;sandstone;1095.5;0.86717;0.68631;0.67664;0.67485;0.67858;171.87091;497.47733;80.19053;13.21556;0.51952;2.11664;0.22;32.2;0.0;35.0;1.0;25.5;4.0;0.6;1.2;0.5
D193;sandstone;1096;0.88589;0.69289;0.68759;0.67379;0.6721;172.5237;500.34116;80.7555;13.37847;0.53215;2.09853;0.23;0.2;0.0;51.9;2.1;30.8;6.8;5.5;2.5;0.2
D194;sandstone;1096.5;0.9271;0.71154;0.70077;0.67616;0.66521;173.37402;502.31992;80.74416;14.35043;0.53805;2.09487;0.21;14.9;0.0;46.2;0.7;28.8;4.9;3.3;1.2;0.0
D195;sandstone;1097;0.98279;0.73917;0.72512;0.69359;0.66701;174.01076;504.42578;84.9415;14.55323;0.52771;2.10318;0.20;58.17746448;0.788224834;21.18431069;0;15.5;1.95;0.85;1.55;0
D196;sandstone;1097.5;1.04163;0.767;0.7445;0.70594;0.67201;174.85298;506.94608;78.73907;14.84232;0.50403;2.12511;0.21;18.65;1.35;56.4;0.5;14.25;4.05;2.55;1.05;1.2
D197;sandstone;1098;1.09649;0.79558;0.76696;0.71885;0.67811;175.77623;514.61389;79.54202;18.06354;0.47793;2.12967;0.25;13.7;0;52.45;2.2;20.75;4.55;3.85;1.25;1.25
D198;sandstone;1098.5;1.16865;0.83945;0.79706;0.73716;0.6827;177.93675;530.23004;83.89456;19.45508;0.46616;2.13106;0.28;9;0;58;1.4;23.4;4.65;2;1.2;0.35
D199;sandstone;1099;1.24465;0.8781;0.81854;0.74812;0.69454;180.48778;534.92743;88.86227;19.54962;0.48113;2.13507;0.25;29.08873224;2.444112417;41.44215534;2.45;16.5;3.625;1.325;0.775;0
D200;sandstone;1099.5;1.32244;0.88868;0.82836;0.74695;0.69634;183.06851;541.026;87.89755;16.90859;0.49044;2.11906;0.21;9.575;0.675;60.05;1.65;13.925;8.625;2.075;2.125;1.3
D201;sandstone;1100;1.28292;0.87047;0.80056;0.72429;0.68154;184.51959;545.84473;85.12773;15.61255;0.51474;2.06953;0.19;7.65;0;61.225;3;18.775;4.225;2.675;1.575;0.875
D202;sandstone;1100.5;1.26785;0.85186;0.78457;0.7097;0.6702;185.09676;548.51611;85.07835;14.43281;0.55167;2.04637;0.18;6.25;0.4;68.05;3;17.1;2.475;1.8;0.6;0.325
D203;sandstone;1101;1.28835;0.86997;0.79187;0.71132;0.67466;184.5876;519.0412;82.5676;14.77545;0.57757;2.06491;0.17;15.14436612;2.022056209;57.47107767;3.575;14.25;3.1625;2.0125;1.1875;0
D204;sandstone;1101.5;1.29537;0.87536;0.79307;0.71236;0.67839;183.21477;488.21484;84.38937;14.89323;0.56052;2.12357;0.13;4.7875;2.0875;64.925;2.225;16.1125;5.9125;1.5875;1.7125;0.65
D205;sandstone;1102;1.31838;0.87555;0.79521;0.71227;0.68229;180.11902;462.37411;84.5391;14.0659;0.52794;2.16369;0.15;3.825;2.95;66.5125;3.2;16.1875;3.5125;2.2375;1.1375;0.4375
D206;sandstone;1102.5;1.30952;0.88338;0.79569;0.71145;0.68178;176.16624;437.86819;80.44671;13.65241;0.54656;2.18555;0.18;3.425;3.8;67.875;3.4;14.1;3.4375;1.45;0.7;0.1625
D207;sandstone;1103;1.28547;0.87678;0.7836;0.7082;0.68445;173.57559;424.25845;77.01054;13.67762;0.56518;2.17824;0.16;7.57218306;1.011028104;34.38553884;2.3375;11.175;26.68125;7.30625;5.14375;3.8
D208;sandstone;1103.5;1.23797;0.85462;0.77064;0.70082;0.68596;172.90247;432.09;71.6726;13.90833;0.53531;2.1474;0.16;2.54375;1.19375;66.8625;3.5125;17.65625;4.35625;2.09375;1.35625;0.425
D209;sandstone;1104;1.18826;0.84616;0.75961;0.69176;0.68459;173.89104;448.87784;67.41138;13.31142;0.50218;2.12934;0.23;1.9125;1.475;42.10625;1.6;32.09375;2.85625;3.91875;12.56875;1.46875
D210;sandstone;1104.5;1.1535;0.82632;0.74866;0.68428;0.68185;174.97119;462.86411;60.80077;13.23203;0.49299;2.12461;0.28;1.7125;1.9;50.7375;2.6;22.7;11.61875;2.875;3.75;1.28125
D211;sandstone;1105;1.1803;0.82639;0.75242;0.6885;0.69197;175.58875;466.02106;63.07272;13.03806;0.52225;2.11733;0.30;49.13609153;0.705514052;18.49276942;1.26875;6.6375;14.890625;3.653125;3.021875;1.9
D212;sandstone;1105.5;1.19208;0.82558;0.76472;0.70006;0.69533;176.34293;463.78113;67.29482;12.95683;0.529;2.10746;0.26;2.321875;0.596875;67.28125;1.75625;20.778125;3.878125;1.496875;1.378125;0.5125
D213;sandstone;1106;1.20518;0.83389;0.76609;0.70142;0.69887;176.84192;457.06476;73.66002;12.63949;0.52405;2.11662;0.24;5.95625;4.9375;53.803125;1.2;21.546875;2.878125;2.659375;6.284375;0.734375
D214;sandstone;1106.5;1.24107;0.84238;0.77453;0.70999;0.70688;176.36694;445.71078;74.98823;12.59924;0.5236;2.11662;0.23;0.85625;8.2;58.06875;1.3;18.85;6.759375;2.0875;2.825;0.640625
