0.505051 	0 	0 	1.55316e-06 	-1.86674e-08 	-168.959
0.606061 	0 	0 	1.56377e-06 	-9.98083e-09 	24.575
0.707071 	0 	0 	1.57554e-06 	-5.56759e-09 	1306.29
0.808081 	0 	0 	1.59808e-06 	-4.20855e-09 	2758.42
0.909091 	0 	0 	1.63285e-06 	-4.0967e-09 	4007.14
1.0101 	0 	0 	1.71848e-06 	-4.20905e-09 	5163.77
1.11111 	0 	0 	1.76969e-06 	-4.38264e-09 	5539.5
1.21212 	0 	0 	1.8209e-06 	-4.55623e-09 	5915.23
1.31313 	0 	0 	1.87211e-06 	-4.72982e-09 	6290.95
1.41414 	0 	0 	1.92332e-06 	-4.90341e-09 	6666.68
1.51515 	0 	0 	1.99092e-06 	-5.18886e-09 	6995.9
1.61616 	0 	0 	2.06754e-06 	-5.53589e-09 	7299.53
1.71717 	0 	0 	2.14416e-06 	-5.88291e-09 	7603.16
1.81818 	0 	0 	2.22078e-06 	-6.22993e-09 	7906.79
1.91919 	0 	0 	2.29909e-06 	-6.55695e-09 	8180.16
2.0202 	0 	0 	2.38459e-06 	-6.79873e-09 	8324.47
2.12121 	0 	0 	2.4701e-06 	-7.0405e-09 	8468.79
2.22222 	0 	0 	2.5556e-06 	-7.28228e-09 	8613.11
2.32323 	0 	0 	2.64111e-06 	-7.52405e-09 	8757.43
2.42424 	0 	0 	2.73037e-06 	-7.69113e-09 	8858.31
2.52525 	0 	0 	2.821e-06 	-7.83128e-09 	8943.52
2.62626 	0 	0 	2.91162e-06 	-7.97143e-09 	9028.74
2.72727 	0 	0 	3.00224e-06 	-8.11158e-09 	9113.95
2.82828 	0 	0 	3.09374e-06 	-8.2354e-09 	9190.19
2.92929 	0 	0 	3.18747e-06 	-8.31721e-09 	9243.34
3.0303 	0 	0 	3.28121e-06 	-8.39902e-09 	9296.49
3.13131 	0 	0 	3.37495e-06 	-8.48083e-09 	9349.65
3.23232 	0 	0 	3.46869e-06 	-8.56264e-09 	9402.8
3.33333 	0 	0 	3.56407e-06 	-8.61686e-09 	9440.87
3.43434 	0 	0 	3.65981e-06 	-8.66522e-09 	9475.74
3.53535 	0 	0 	3.75554e-06 	-8.71359e-09 	9510.61
3.63636 	0 	0 	3.85128e-06 	-8.76195e-09 	9545.48
3.73737 	0 	0 	3.94751e-06 	-8.80277e-09 	9576.29
3.83838 	0 	0 	4.04458e-06 	-8.83075e-09 	9600.19
3.93939 	0 	0 	4.14166e-06 	-8.85873e-09 	9624.09
4.0404 	0 	0 	4.23873e-06 	-8.88672e-09 	9647.99
4.14141 	0 	0 	4.3358e-06 	-8.9147e-09 	9671.89
4.24242 	0 	0 	4.43373e-06 	-8.93075e-09 	9689.51
4.34343 	0 	0 	4.53174e-06 	-8.94569e-09 	9706.54
4.44444 	0 	0 	4.62975e-06 	-8.96064e-09 	9723.58
4.54545 	0 	0 	4.72776e-06 	-8.97558e-09 	9740.62
4.64646 	0 	0 	4.82607e-06 	-8.98653e-09 	9755.6
4.74747 	0 	0 	4.92475e-06 	-8.99279e-09 	9768.18
4.84848 	0 	0 	5.02344e-06 	-8.99906e-09 	9780.76
4.94949 	0 	0 	5.12212e-06 	-9.00532e-09 	9793.34
5.05051 	0 	0 	5.2208e-06 	-9.01155e-09 	9805.91
5.15152 	0 	0 	5.31998e-06 	-9.01178e-09 	9815.48
5.25253 	0 	0 	5.41916e-06 	-9.012e-09 	9825.06
5.35354 	0 	0 	5.51834e-06 	-9.01222e-09 	9834.64
5.45455 	0 	0 	5.61752e-06 	-9.01245e-09 	9844.22
5.55556 	0 	0 	5.71691e-06 	-9.01025e-09 	9852.64
5.65657 	0 	0 	5.81648e-06 	-9.00606e-09 	9860.13
5.75758 	0 	0 	5.91604e-06 	-9.00187e-09 	9867.61
5.85859 	0 	0 	6.0156e-06 	-8.99768e-09 	9875.1
5.9596 	0 	0 	6.11519e-06 	-8.99317e-09 	9882.44
6.06061 	0 	0 	6.21505e-06 	-8.98557e-09 	9888.43
6.16162 	0 	0 	6.31491e-06 	-8.97796e-09 	9894.41
6.26263 	0 	0 	6.41476e-06 	-8.97036e-09 	9900.4
