0 	0 	0 	3.3001569
0 	0.1010101 	0 	3.2873345
0 	0.2020202 	0 	3.2507042
0 	0.3030303 	0 	3.198379
0 	0.4040404 	0 	3.1388205
0 	0.50505051 	0 	3.0753545
0 	0.60606061 	0 	3.0108246
0 	0.70707071 	0 	2.9476539
0 	0.80808081 	0 	2.8871091
0 	0.90909091 	0 	2.8296672
0 	1.010101 	0 	2.7754007
0 	1.1111111 	0 	2.7241337
0 	1.2121212 	0 	2.6755564
0 	1.3131313 	0 	2.6293183
0 	1.4141414 	0 	2.5850802
0 	1.5151515 	0 	2.5425374
0 	1.6161616 	0 	2.5014286
0 	1.7171717 	0 	2.461536
0 	1.8181818 	0 	2.4226813
0 	1.9191919 	0 	2.38472
0 	2.020202 	0 	2.3475349
0 	2.1212121 	0 	2.311031
0 	2.2222222 	0 	2.2751307
0 	2.3232323 	0 	2.2397701
0 	2.4242424 	0 	2.2048959
0 	2.5252525 	0 	2.1704634
0 	2.6262626 	0 	2.1364342
0 	2.7272727 	0 	2.1027753
0 	2.8282828 	0 	2.069458
0 	2.9292929 	0 	2.0364567
0 	3.030303 	0 	2.003749
0 	3.1313131 	0 	1.9713146
0 	3.2323232 	0 	1.9391351
0 	3.3333333 	0 	1.9071939
0 	3.4343434 	0 	1.8754761
0 	3.5353535 	0 	1.8439677
0 	3.6363636 	0 	1.8126561
0 	3.7373737 	0 	1.7815297
0 	3.8383838 	0 	1.7505774
0 	3.9393939 	0 	1.7197892
0 	4.040404 	0 	1.6891559
0 	4.1414141 	0 	1.6586688
0 	4.2424242 	0 	1.6283199
0 	4.3434343 	0 	1.5981015
0 	4.4444444 	0 	1.5680068
0 	4.5454545 	0 	1.538029
0 	4.6464646 	0 	1.508162
0 	4.7474747 	0 	1.4784
0 	4.8484848 	0 	1.4487375
0 	4.9494949 	0 	1.4191694
0 	5.0505051 	0 	1.3896909
0 	5.1515152 	0 	1.3602975
0 	5.2525253 	0 	1.3309848
0 	5.3535354 	0 	1.3017489
0 	5.4545455 	0 	1.2725859
0 	5.5555556 	0 	1.2434923
0 	5.6565657 	0 	1.2144645
0 	5.7575758 	0 	1.1854994
0 	5.8585859 	0 	1.1565939
0 	5.959596 	0 	1.1277451
0 	6.0606061 	0 	1.0989503
0 	6.1616162 	0 	1.0702069
0 	6.2626263 	0 	1.0415124
0 	6.3636364 	0 	1.0128645
0 	6.4646465 	0 	0.98426108
0 	6.5656566 	0 	0.9556999
0 	6.6666667 	0 	0.92717897
0 	6.7676768 	0 	0.89869637
0 	6.8686869 	0 	0.87025025
0 	6.969697 	0 	0.84183885
0 	7.0707071 	0 	0.81346046
0 	7.1717172 	0 	0.78511347
0 	7.2727273 	0 	0.75679636
0 	7.3737374 	0 	0.72850768
0 	7.4747475 	0 	0.70024614
0 	7.5757576 	0 	0.67201048
0 	7.6767677 	0 	0.64379969
0 	7.7777778 	0 	0.61561273
0 	7.8787879 	0 	0.58744885
0 	7.979798 	0 	0.5593072
0 	8.0808081 	0 	0.53118727
0 	8.1818182 	0 	0.50308831
0 	8.2828283 	0 	0.47500994
0 	8.3838384 	0 	0.44695136
0 	8.4848485 	0 	0.41891224
0 	8.5858586 	0 	0.39089158
0 	8.6868687 	0 	0.36288902
0 	8.7878788 	0 	0.3349032
0 	8.8888889 	0 	0.3069338
0 	8.989899 	0 	0.27897885
0 	9.0909091 	0 	0.25103833
0 	9.1919192 	0 	0.22310913
0 	9.2929293 	0 	0.19519212
0 	9.3939394 	0 	0.16728133
0 	9.4949495 	0 	0.13937941
0 	9.5959596 	0 	0.11147184
0 	9.6969697 	0 	0.083563481
0 	9.7979798 	0 	0.055618845
0 	9.8989899 	0 	0.027697015
0 	10 	0 	4.87038e-16
